system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,5712,625,1349,1900,1838,16.1,4.17,0.001,0.1,48,2026-05-21,2026-08-12,NEUTRAL
FAM,score-band,80-89,1657,126,362,776,393,10.0,-177.12,-0.107,-10.7,48,2026-05-21,2026-08-12,AVOID
FAM,score-band,90+,702,36,165,389,112,6.1,-77.51,-0.11,-11.0,48,2026-05-21,2026-08-12,AVOID
FAM,score-band,70-79,3562,277,805,1574,906,10.4,-401.7,-0.113,-11.3,48,2026-05-21,2026-08-12,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,669,128,55,372,114,23.1,133.43,0.199,19.9,30,2026-05-21,2026-08-12,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,91,16,20,53,2,18.0,4.98,0.055,5.5,28,2026-05-22,2026-08-12,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,19,6,9,3,1,33.3,-0.56,-0.029,-2.9,14,2026-05-28,2026-08-12,TENTATIVE
FAM,setup,BEAR_REJECTION_PENDING,4435,322,1097,1507,1509,11.0,-215.62,-0.049,-4.9,48,2026-05-21,2026-08-12,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,19,5,9,2,3,31.2,-0.95,-0.05,-5.0,16,2026-05-28,2026-08-12,TENTATIVE
FAM,setup,BULL_BOUNCE_CONFIRMED,596,60,108,348,80,11.6,-31.39,-0.053,-5.3,30,2026-05-21,2026-08-12,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,5619,513,1257,2322,1527,12.5,-448.24,-0.08,-8.0,32,2026-05-21,2026-08-12,NEUTRAL
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,65,7,42,14,2,11.1,-30.22,-0.465,-46.5,17,2026-05-21,2026-08-12,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,CHANNEL_BREAKOUT,25,2,17,2,4,9.5,-13.03,-0.521,-52.1,13,2026-05-28,2026-08-11,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,6,0,4,2,0,0.0,-3.48,-0.58,-58.0,6,2026-05-27,2026-08-10,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,10,0,7,1,2,0.0,-7.11,-0.711,-71.1,8,2026-05-29,2026-08-07,TENTATIVE
FAM,setup,DCB_BREAKOUT,5,0,4,1,0,0.0,-3.83,-0.766,-76.6,4,2026-05-29,2026-08-12,TENTATIVE
FEM,mode,BOUNCE,483,186,48,199,50,43.0,192.72,0.399,39.9,65,2026-04-16,2026-08-12,TRUSTED
FEM,mode,PULLBACK,742,207,98,176,261,43.0,176.65,0.238,23.8,68,2026-04-01,2026-08-12,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,861,390,27,218,226,61.4,485.8,0.564,56.4,69,2026-04-01,2026-08-12,TRUSTED
FEM,score-band,60-69,138,8,37,46,47,8.8,-22.2,-0.161,-16.1,44,2026-04-01,2026-08-10,AVOID
FEM,score-band,80-89,231,18,74,82,57,10.3,-50.44,-0.218,-21.8,48,2026-04-01,2026-08-06,AVOID
FEM,score-band,70-79,140,6,35,44,55,7.1,-33.59,-0.24,-24.0,51,2026-04-01,2026-08-12,AVOID
FEM,tier,T1-STRONG_LONG,713,249,27,210,227,51.2,345.15,0.484,48.4,67,2026-04-01,2026-08-12,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,395,123,57,130,85,39.7,54.57,0.138,13.8,71,2026-04-01,2026-08-12,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
