dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,284,125,159,0,44.01,32.0,9088.43,-100.51
scanner,short,111,48,63,0,43.24,29.64,3290.53,-100.68
scanner,abook,296,93,179,24,31.42,5.9,1746.55,-100.64
scanner,intraday,136,11,61,64,8.09,-27.1,-3686.2,-100.0
gap_tier,PARABOLIC,102,48,53,1,47.06,42.01,4285.41,-100.51
gap_tier,EXTREME,65,32,32,1,49.23,47.93,3115.46,-100.46
gap_tier,IN_BAND,239,71,123,45,29.71,8.62,2059.33,-100.26
gap_tier,(none),296,93,179,24,31.42,5.9,1746.55,-100.64
gap_tier,STRETCHED,125,33,75,17,26.4,-6.14,-767.44,-100.68
regime,FAVORABLE,639,214,347,78,33.49,14.14,9038.25,-100.64
regime,CHOP,127,48,69,10,37.8,23.61,2998.13,-100.39
regime,HOSTILE,61,15,46,0,24.59,-26.18,-1597.07,-100.68
stop_method,FIXED,691,266,401,24,38.49,20.44,14125.51,-100.68
stop_method,PM low,66,8,11,47,12.12,8.68,573.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,2,1,1,0,50.0,49.95,99.9,-99.99
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,671,226,374,71,33.68,13.28,8909.43,-100.64
side,SHORT,156,51,88,17,32.69,9.81,1529.88,-100.68
setup,MOO_GENESIS,284,125,159,0,44.01,32.0,9088.43,-100.51
setup,SHORT_GENESIS_9_33,111,48,63,0,43.24,29.64,3290.53,-100.68
setup,MOO,296,93,179,24,31.42,5.9,1746.55,-100.64
setup,HOLDING-LONG,42,7,10,25,16.67,9.13,383.61,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,20,0,10,10,0.0,-46.18,-923.58,-100.0
setup,ORB-LONG,29,1,16,12,3.45,-47.78,-1385.58,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
setup_kind,SINGLE,644,209,376,59,32.45,7.81,5027.87,-100.68
cohort,MID,459,158,255,46,34.42,15.77,7239.14,-100.01
cohort,PENNY,368,119,207,42,32.34,8.7,3200.17,-100.68
conviction_band,(none),827,277,462,88,33.49,12.62,10439.31,-100.68
regime_x_scanner,FAVORABLE | momentum,222,98,124,0,44.14,32.39,7189.73,-100.46
regime_x_scanner,FAVORABLE | abook,198,67,111,20,33.84,15.31,3031.68,-100.64
regime_x_scanner,FAVORABLE | short,89,38,51,0,42.7,28.01,2492.5,-100.63
regime_x_scanner,CHOP | momentum,41,19,22,0,46.34,39.01,1599.34,-100.39
regime_x_scanner,CHOP | abook,70,24,42,4,34.29,12.99,909.29,-100.07
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,HOSTILE | momentum,21,8,13,0,38.1,14.26,299.36,-100.51
regime_x_scanner,HOSTILE | short,12,5,7,0,41.67,24.83,297.99,-100.68
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | abook,28,2,26,0,7.14,-78.37,-2194.42,-99.96
regime_x_scanner,FAVORABLE | intraday,130,11,61,58,8.46,-28.27,-3675.66,-100.0
