system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,4485,534,1168,1486,1297,16.8,-6.13,-0.001,-0.1,41,2026-05-21,2026-08-03,NEUTRAL
FAM,score-band,80-89,1243,106,303,559,275,11.0,-125.45,-0.101,-10.1,41,2026-05-21,2026-08-03,AVOID
FAM,score-band,70-79,2622,217,666,1103,636,10.9,-337.55,-0.129,-12.9,41,2026-05-21,2026-08-03,AVOID
FAM,score-band,90+,575,29,150,300,96,6.1,-84.16,-0.146,-14.6,41,2026-05-21,2026-08-03,AVOID
FAM,setup,CHANNEL_TOP_REJECT,8,4,0,0,4,100.0,6.0,0.75,75.0,6,2026-06-23,2026-07-27,TENTATIVE
FAM,setup,BULL_BOUNCE,383,83,34,212,54,25.2,86.21,0.225,22.5,23,2026-05-21,2026-08-03,TRUSTED
FAM,setup,CHANNEL_RECLAIM_LONG,67,12,16,37,2,18.5,2.3,0.034,3.4,21,2026-05-22,2026-08-03,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,361,44,68,216,33,13.4,-5.68,-0.016,-1.6,23,2026-05-21,2026-08-03,NEUTRAL
FAM,setup,BUY_LOWER_DIRTY,12,4,6,2,0,33.3,-0.32,-0.027,-2.7,10,2026-05-28,2026-08-03,TENTATIVE
FAM,setup,BEAR_REJECTION_PENDING,4138,304,1066,1379,1389,11.1,-215.5,-0.052,-5.2,41,2026-05-21,2026-08-03,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,3783,422,973,1572,816,14.2,-332.03,-0.088,-8.8,25,2026-05-21,2026-08-03,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,13,3,8,1,1,25.0,-3.02,-0.232,-23.2,11,2026-05-28,2026-08-03,TENTATIVE
FAM,setup,CHANNEL_BREAKOUT,18,2,12,2,2,12.5,-8.03,-0.446,-44.6,9,2026-05-28,2026-08-03,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,60,7,40,13,0,11.7,-29.72,-0.495,-49.5,14,2026-05-21,2026-07-29,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,2,0,1,0,1,0.0,-1.0,-0.5,-50.0,2,2026-07-24,2026-07-27,TENTATIVE
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,5,0,4,1,0,0.0,-3.25,-0.65,-65.0,5,2026-05-27,2026-07-31,TENTATIVE
FAM,setup,DOUBLE_REJECTION_LONG,9,0,6,1,2,0.0,-6.11,-0.679,-67.9,7,2026-05-29,2026-07-31,TENTATIVE
FAM,setup,DCB_BREAKOUT,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,2,2026-05-29,2026-06-22,TENTATIVE
FEM,mode,BOUNCE,457,171,48,188,50,42.0,167.15,0.366,36.6,58,2026-04-16,2026-08-03,TRUSTED
FEM,mode,PULLBACK,732,204,96,173,259,43.1,173.4,0.237,23.7,63,2026-04-01,2026-08-03,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,84,17,12,47,8,22.4,-3.59,-0.043,-4.3,32,2026-04-07,2026-07-21,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,836,373,27,210,226,61.1,456.92,0.547,54.7,62,2026-04-01,2026-08-03,TRUSTED
FEM,score-band,60-69,137,8,37,45,47,8.9,-23.22,-0.169,-16.9,43,2026-04-01,2026-07-31,AVOID
FEM,score-band,80-89,230,18,74,82,56,10.3,-50.44,-0.219,-21.9,47,2026-04-01,2026-07-13,AVOID
FEM,score-band,70-79,134,5,33,42,54,6.2,-32.82,-0.245,-24.5,47,2026-04-01,2026-08-03,AVOID
FEM,tier,T1-STRONG_LONG,694,237,27,205,225,50.5,324.95,0.468,46.8,60,2026-04-01,2026-08-03,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,378,117,55,121,85,39.9,45.95,0.122,12.2,64,2026-04-01,2026-07-31,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,285,42,86,85,72,19.7,-40.01,-0.14,-14.0,45,2026-04-01,2026-07-21,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
