dimension,value,n,wins,stops,closes,wr_pct,avg_pnl,total_pnl,max_loss
scanner,momentum,363,163,199,1,44.9,35.0,12706.13,-100.56
scanner,short,145,57,88,0,39.31,17.87,2590.75,-100.68
scanner,abook,394,121,241,32,30.71,2.96,1165.23,-100.64
scanner,intraday,150,14,65,71,9.33,-23.09,-3463.14,-100.0
gap_tier,PARABOLIC,143,67,75,1,46.85,41.14,5883.73,-100.56
gap_tier,EXTREME,88,43,42,3,48.86,48.96,4308.2,-100.46
gap_tier,IN_BAND,278,82,146,50,29.5,7.3,2030.14,-100.26
gap_tier,(none),394,121,241,32,30.71,2.96,1165.23,-100.64
gap_tier,STRETCHED,149,42,89,18,28.19,-2.61,-388.33,-100.68
regime,FAVORABLE,739,249,403,87,33.69,14.16,10463.98,-100.64
regime,CHOP,127,48,69,10,37.8,23.61,2998.13,-100.39
regime,HOSTILE,186,58,121,7,31.18,-2.49,-463.14,-100.68
stop_method,FIXED,902,341,528,33,37.8,18.25,16462.11,-100.68
stop_method,PM low,79,11,14,54,13.92,11.34,896.02,-100.0
stop_method,PM high,23,2,4,17,8.7,5.97,137.31,-99.88
stop_method,fixed-%-fallback,3,1,2,0,33.33,-0.01,-0.04,-99.99
stop_method,recent 5-min high,20,0,20,0,0.0,-99.89,-1997.86,-99.99
stop_method,recent 5-min low,25,0,25,0,0.0,-99.94,-2498.57,-100.0
side,LONG,862,295,480,87,34.22,14.12,12168.87,-100.64
side,SHORT,190,60,113,17,31.58,4.37,830.1,-100.68
setup,MOO_GENESIS,363,163,199,1,44.9,35.0,12706.13,-100.56
setup,SHORT_GENESIS_9_33,145,57,88,0,39.31,17.87,2590.75,-100.68
setup,MOO,394,121,241,32,30.71,2.96,1165.23,-100.64
setup,HOLDING-LONG,46,8,10,28,17.39,11.25,517.5,-99.98
setup,FAILED-GAP-SHORT,24,3,6,15,12.5,5.83,140.0,-99.99
setup,ORB-SHORT,5,0,4,1,0.0,-79.93,-399.63,-99.99
setup,ORB-LONG|HOLDING-LONG,25,1,10,14,4.0,-25.41,-635.28,-100.0
setup,ORB-SHORT|FAILED-GAP-SHORT,16,0,15,1,0.0,-93.81,-1501.02,-99.99
setup,ORB-LONG,34,2,20,12,5.88,-46.61,-1584.71,-100.0
setup_kind,SINGLE,869,287,507,75,33.03,8.73,7587.53,-100.68
setup_kind,(none),183,68,86,29,37.16,29.57,5411.44,-100.64
cohort,MID,558,190,311,57,34.05,14.57,8127.57,-100.03
cohort,PENNY,494,165,282,47,33.4,9.86,4871.4,-100.68
conviction_band,(none),1052,355,593,104,33.75,12.36,12998.97,-100.68
regime_x_scanner,FAVORABLE | momentum,254,111,143,0,43.7,31.07,7891.95,-100.46
regime_x_scanner,FAVORABLE | abook,240,81,137,22,33.75,13.46,3231.5,-100.64
regime_x_scanner,HOSTILE | momentum,68,33,34,1,48.53,47.28,3214.84,-100.56
regime_x_scanner,FAVORABLE | short,101,43,58,0,42.57,27.65,2793.13,-100.63
regime_x_scanner,CHOP | momentum,41,19,22,0,46.34,39.01,1599.34,-100.39
regime_x_scanner,CHOP | abook,70,24,42,4,34.29,12.99,909.29,-100.07
regime_x_scanner,CHOP | short,10,5,5,0,50.0,50.0,500.04,-100.13
regime_x_scanner,CHOP | intraday,6,0,0,6,0.0,-1.76,-10.54,-22.98
regime_x_scanner,HOSTILE | short,34,9,25,0,26.47,-20.66,-702.42,-100.68
regime_x_scanner,HOSTILE | abook,84,16,62,6,19.05,-35.42,-2975.56,-100.09
regime_x_scanner,FAVORABLE | intraday,144,14,65,65,9.72,-23.98,-3452.6,-100.0
