ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
AIM,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,0.58,0.55,0.61,,3432,1.0,0.8999999761581421,1.25,0.47999998927116394,359966000.0,54.45,STOPPED,-1.0,FAVORABLE,MARKET,1,MINOR,2026-07-16_1722,2026-06-01
MASK,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,5.54,5.26,6.3,,361,2.73,5.449999809265137,7.059999942779541,4.730000019073486,27263900.0,-1.62,STOPPED,-1.0,FAVORABLE,MARKET,2,MINOR,2026-07-16_1722,2026-06-01
IOT,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,38.05,34.82,43.65,,30,1.73,38.54999923706055,38.77000045776367,35.625,10327100.0,1.31,CLOSED,0.15,FAVORABLE,MARKET,5,COMPRESSION,2026-07-16_1722,2026-06-01
NTNX,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,55.84,51.81,62.12,,24,1.56,55.869998931884766,56.02000045776367,53.5,5686800.0,0.05,CLOSED,0.01,FAVORABLE,MARKET,2,CONVICTION,2026-07-16_1722,2026-06-01
PENG,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,58.46,55.54,61.38,,34,1.0,59.709999084472656,61.25,54.5,3104900.0,2.14,STOPPED,-1.0,FAVORABLE,MARKET,1,MINOR,2026-07-16_1722,2026-06-01
QTWO,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,51.14,47.11,53.7,,24,0.64,52.56999969482422,52.65999984741211,48.470001220703125,1503100.0,2.8,CLOSED,0.35,FAVORABLE,MARKET,5,CONVICTION,2026-07-16_1722,2026-06-01
TGHL,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,1.71,1.63,1.8,,1168,1.0,1.350000023841858,2.4800000190734863,1.2999999523162842,133040100.0,-21.1,STOPPED,-1.0,FAVORABLE,MARKET,2,MINOR,2026-07-16_1722,2026-06-01
CEVA,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,43.14,39.23,45.3,,25,0.55,44.709999084472656,45.41999816894531,40.43000030517578,1558800.0,3.64,TARGET_HIT,1.5,FAVORABLE,MARKET,2,MINOR,2026-07-16_1722,2026-06-01
POET,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,14.19,13.48,14.9,,140,1.0,13.890000343322754,14.430000305175781,11.619999885559082,46537400.0,-2.11,STOPPED,-1.0,FAVORABLE,MARKET,4,MINOR,2026-07-16_1722,2026-06-01
BRZE,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,27.91,25.5,31.7,,41,1.57,28.270000457763672,28.719999313354492,26.2450008392334,6401000.0,1.29,CLOSED,0.15,FAVORABLE,MARKET,5,COMPRESSION,2026-07-16_1722,2026-06-01
HNGE,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,60.1,55.93,63.11,,23,0.72,60.91999816894531,62.07500076293945,55.150001525878906,3356900.0,1.36,STOPPED,-1.0,FAVORABLE,MARKET,0,NONE,2026-07-16_1722,2026-06-01
FORM,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,117.83,111.94,133.02,131.51,16,2.58,115.06999969482422,121.25,113.80000305175781,2667100.0,-2.34,CLOSED_LOSS,-0.47,FAVORABLE,MARKET,5,CONVICTION,2026-07-16_1722,2026-06-01
WOLF,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,51.54,48.96,58.62,58.38,38,2.75,52.95000076293945,59.064998626708984,49.65999984741211,11534300.0,2.74,TARGET_HIT,1.5,FAVORABLE,MARKET,5,CONVICTION,2026-07-16_1722,2026-06-01
MNDY,LONG,CONVICTION,99.8,BULL_BOUNCE_PENDING,95.37,90.6,109.58,,20,2.98,95.47000122070312,97.30000305175781,87.33000183105469,4003200.0,0.1,STOPPED,-1.0,FAVORABLE,MARKET,2,CONVICTION,2026-07-16_1722,2026-06-01
SMCI,LONG,CONVICTION,99.0,BULL_BOUNCE_PENDING,47.19,44.83,49.55,,42,1.0,46.880001068115234,48.08000183105469,45.65999984741211,50422400.0,-0.66,CLOSED_LOSS,-0.13,FAVORABLE,MARKET,1,VACUUM,2026-07-16_1722,2026-06-01
RNG,LONG,CONVICTION,98.1,BULL_BOUNCE_PENDING,48.5,46.07,50.93,,41,1.0,49.099998474121094,49.849998474121094,43.25,2388100.0,1.24,STOPPED,-1.0,FAVORABLE,MARKET,1,MINOR,2026-07-16_1722,2026-06-01
