system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,15976,1116,3401,5517,5942,11.1,-611.45,-0.038,-3.8,76,2026-05-21,2026-09-22,NEUTRAL
FAM,score-band,90+,1901,78,315,1101,407,5.2,-165.98,-0.087,-8.7,76,2026-05-21,2026-09-22,NEUTRAL
FAM,score-band,70-79,10436,500,2023,4748,3165,6.9,-1207.15,-0.116,-11.6,76,2026-05-21,2026-09-22,AVOID
FAM,score-band,80-89,4760,223,886,2284,1367,6.6,-559.09,-0.117,-11.7,76,2026-05-21,2026-09-22,AVOID
FAM,setup,CHANNEL_TOP_REJECT,19,8,5,0,6,61.5,7.0,0.368,36.8,12,2026-06-23,2026-09-14,TENTATIVE
FAM,setup,BUY_LOWER_DIRTY,77,21,21,22,13,32.8,12.12,0.157,15.7,30,2026-05-28,2026-09-22,TRUSTED
FAM,setup,BULL_BOUNCE,2011,236,167,1238,370,14.4,88.19,0.044,4.4,50,2026-05-21,2026-09-22,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,172,22,43,91,16,14.1,-5.95,-0.035,-3.5,44,2026-05-22,2026-09-22,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,69,16,28,13,12,28.1,-2.61,-0.038,-3.8,32,2026-05-28,2026-09-22,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,13314,624,2936,4766,4988,7.5,-695.01,-0.052,-5.2,76,2026-05-21,2026-09-22,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1412,104,267,851,190,8.5,-127.56,-0.09,-9.0,50,2026-05-21,2026-09-22,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,15688,874,2965,6588,5261,8.4,-1663.38,-0.106,-10.6,52,2026-05-21,2026-09-22,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,37,0,19,13,5,0.0,-15.64,-0.423,-42.3,20,2026-05-27,2026-09-21,AVOID
FAM,setup,DCB_BREAKOUT,11,1,6,4,0,9.1,-4.79,-0.435,-43.5,8,2026-05-29,2026-09-21,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,90,7,53,27,3,8.0,-41.26,-0.458,-45.8,30,2026-05-21,2026-09-22,AVOID
FAM,setup,CHANNEL_BREAKOUT,66,2,38,17,9,3.5,-30.71,-0.465,-46.5,27,2026-05-28,2026-09-22,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,40,1,25,7,7,3.0,-22.47,-0.562,-56.2,20,2026-05-29,2026-09-22,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FEM,mode,BOUNCE,560,214,51,243,52,42.1,234.49,0.419,41.9,92,2026-04-16,2026-09-22,TRUSTED
FEM,mode,PULLBACK,776,231,100,181,264,45.1,205.58,0.265,26.5,88,2026-04-01,2026-09-22,TRUSTED
FEM,mode,RESISTANCE,73,17,31,7,18,30.9,5.0,0.068,6.8,2,2026-04-01,2026-04-02,NEUTRAL
FEM,mode,BREAKOUT,85,17,12,48,8,22.1,-3.59,-0.042,-4.2,33,2026-04-07,2026-09-14,NEUTRAL
FEM,mode,FRESH_HOLD,19,4,12,1,2,23.5,-6.83,-0.359,-35.9,2,2026-04-01,2026-04-02,TENTATIVE
FEM,score-band,90+,941,441,27,247,226,61.7,562.96,0.598,59.8,96,2026-04-01,2026-09-22,TRUSTED
FEM,score-band,60-69,143,9,39,48,47,9.4,-22.89,-0.16,-16.0,47,2026-04-01,2026-08-25,AVOID
FEM,score-band,80-89,244,18,75,93,58,9.7,-52.37,-0.215,-21.5,58,2026-04-01,2026-09-21,AVOID
FEM,score-band,70-79,148,6,37,48,57,6.6,-36.12,-0.244,-24.4,58,2026-04-01,2026-09-09,AVOID
FEM,tier,T1-STRONG_LONG,780,284,28,241,227,51.4,404.17,0.518,51.8,90,2026-04-01,2026-09-22,TRUSTED
FEM,tier,T5-LOW,2,0,0,2,0,0.0,0.53,0.265,26.5,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T2-LONG,439,140,61,148,90,40.1,66.25,0.151,15.1,96,2026-04-01,2026-09-21,TRUSTED
FEM,tier,T3-SHORT,61,10,15,6,30,32.3,6.43,0.105,10.5,3,2026-04-01,2026-04-12,TRUSTED
FEM,tier,T2-SHORT,32,4,8,2,18,28.6,1.0,0.031,3.1,3,2026-04-01,2026-04-12,NEUTRAL
FEM,tier,T3-LONG_WATCH,286,42,86,86,72,19.6,-40.01,-0.14,-14.0,46,2026-04-01,2026-09-14,AVOID
FEM,tier,T4-LONG,38,0,7,0,31,0.0,-7.0,-0.184,-18.4,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T5-SHORT,21,3,10,1,7,21.4,-4.0,-0.19,-19.0,2,2026-04-01,2026-04-02,AVOID
FEM,tier,T3-WATCH,20,0,6,0,14,0.0,-6.0,-0.3,-30.0,1,2026-04-07,2026-04-07,AVOID
FEM,tier,T2-STRONG,6,0,2,0,4,0.0,-2.0,-0.333,-33.3,1,2026-04-07,2026-04-07,TENTATIVE
FEM,tier,T1-CONVICTION,2,0,2,0,0,0.0,-2.0,-1.0,-100.0,1,2026-04-07,2026-04-07,TENTATIVE
