system,dimension,bucket,n,wins,stops,closes,no_fill,wr,total_r,ev_r,ev_dollars,sessions,first_seen,last_seen,trust
FAM,score-band,60-69,15110,1070,3272,5222,5546,11.2,-618.43,-0.041,-4.1,74,2026-05-21,2026-09-18,NEUTRAL
FAM,score-band,90+,1758,72,305,1006,375,5.2,-162.89,-0.093,-9.3,74,2026-05-21,2026-09-18,NEUTRAL
FAM,score-band,80-89,4381,215,838,2063,1265,6.9,-497.85,-0.114,-11.4,74,2026-05-21,2026-09-18,AVOID
FAM,score-band,70-79,9765,484,1909,4403,2969,7.1,-1117.71,-0.114,-11.4,74,2026-05-21,2026-09-18,AVOID
FAM,setup,CHANNEL_TOP_REJECT,19,8,5,0,6,61.5,7.0,0.368,36.8,12,2026-06-23,2026-09-14,TENTATIVE
FAM,setup,BUY_LOWER_DIRTY,63,20,20,18,5,34.5,11.11,0.176,17.6,28,2026-05-28,2026-09-18,TRUSTED
FAM,setup,BULL_BOUNCE,1860,223,154,1150,333,14.6,80.69,0.043,4.3,48,2026-05-21,2026-09-18,NEUTRAL
FAM,setup,CHANNEL_RECLAIM_LONG,160,21,40,84,15,14.5,-6.35,-0.04,-4.0,42,2026-05-22,2026-09-18,NEUTRAL
FAM,setup,BEAR_REJECTION_PENDING,13025,620,2898,4614,4893,7.6,-691.92,-0.053,-5.3,74,2026-05-21,2026-09-18,NEUTRAL
FAM,setup,SHORT_UPPER_DIRTY,65,14,27,12,12,26.4,-4.26,-0.066,-6.6,30,2026-05-28,2026-09-18,NEUTRAL
FAM,setup,BULL_BOUNCE_CONFIRMED,1318,100,256,782,180,8.8,-132.04,-0.1,-10.0,48,2026-05-21,2026-09-18,NEUTRAL
FAM,setup,BULL_BOUNCE_PENDING,14227,823,2741,5971,4692,8.6,-1508.97,-0.106,-10.6,50,2026-05-21,2026-09-18,AVOID
FAM,setup,CHANNEL_BREAKDOWN_SHORT,3,0,1,1,1,0.0,-0.46,-0.153,-15.3,3,2026-07-24,2026-08-24,TENTATIVE
FAM,setup,DCB_BREAKOUT,8,1,5,2,0,12.5,-3.5,-0.438,-43.8,7,2026-05-29,2026-09-16,TENTATIVE
FAM,setup,CHANNEL_GAP_BREAKDOWN_SHORT,35,0,19,12,4,0.0,-16.06,-0.459,-45.9,19,2026-05-27,2026-09-18,AVOID
FAM,setup,CHANNEL_GAP_BREAKOUT_LONG,86,7,53,24,2,8.3,-43.63,-0.507,-50.7,28,2026-05-21,2026-09-18,AVOID
FAM,setup,DOUBLE_REJECTION_LONG,35,1,22,6,6,3.4,-19.16,-0.547,-54.7,19,2026-05-29,2026-09-18,AVOID
FAM,setup,CHANNEL_BREAKOUT,46,2,32,6,6,5.0,-28.19,-0.613,-61.3,25,2026-05-28,2026-09-18,AVOID
FAM,setup,DOUBLE_REJECTION_SHORT,64,1,51,12,0,1.6,-41.14,-0.643,-64.3,3,2026-05-21,2026-05-26,AVOID
FEM,mode,BOUNCE,375,207,30,127,11,56.9,259.74,0.693,69.3,74,2026-05-13,2026-09-18,TRUSTED
FEM,mode,PULLBACK,353,214,54,58,27,65.6,220.61,0.625,62.5,66,2026-05-13,2026-09-17,TRUSTED
FEM,mode,BREAKOUT,37,17,4,14,2,48.6,12.97,0.351,35.1,20,2026-05-13,2026-09-14,TRUSTED
FEM,score-band,90+,490,425,0,65,0,86.7,578.29,1.18,118.0,73,2026-05-13,2026-09-18,TRUSTED
FEM,score-band,60-69,47,2,16,27,2,4.4,-15.61,-0.332,-33.2,30,2026-05-14,2026-08-25,AVOID
FEM,score-band,70-79,64,5,24,29,6,8.6,-22.87,-0.357,-35.7,40,2026-05-13,2026-09-09,AVOID
FEM,score-band,80-89,103,5,43,46,9,5.3,-40.4,-0.392,-39.2,39,2026-05-13,2026-09-16,AVOID
FEM,tier,T1-STRONG_LONG,363,273,14,70,6,76.5,406.5,1.12,112.0,67,2026-05-13,2026-09-18,TRUSTED
FEM,tier,T2-LONG,280,133,40,92,15,50.2,87.26,0.312,31.2,74,2026-05-13,2026-09-17,TRUSTED
FEM,tier,T3-LONG_WATCH,122,32,34,37,19,31.1,-0.44,-0.004,-0.4,26,2026-05-13,2026-09-14,NEUTRAL
